wyscout_team,wyscout_competition,opta_contestant_id,opta_team,opta_country,opta_league,match_method,match_score,rating,rank,review_status,notes
Elva,Estonia. Esiliiga A,6yjjg08ln02m74hhaajcwlt16,Elva,Estonia,Esiliiga A,exact_name,100,45.5651976393,9971,auto_confirmed,""
FC Tallinn,Estonia. Esiliiga A,8mjemha5zbnxyc4uj46ume8ve,FC Tallinn,Estonia,Esiliiga A,exact_name,100,40.3132922315,11899,auto_confirmed,""
FCI Levadia II,Estonia. Esiliiga A,8hzl2n2jn13936gsh2xd3jpse,FCI Levadia II,Estonia,Esiliiga A,exact_name,100,44.7106303859,10325,auto_confirmed,""
Flora II,Estonia. Esiliiga A,f3j4e19c15qxv43tuyjk508qg,Flora II,Estonia,Esiliiga A,exact_name,100,45.7835494567,9868,auto_confirmed,""
Harju JK,Estonia. Esiliiga A,"","","","",unmapped,,,,unmapped,""
JK Tabasalu,Estonia. Esiliiga A,229vyfw5ekjmyeq5ledwhv32j,JK Tabasalu,Estonia,Esiliiga B,exact_name,100,26.3861365215,14006,auto_confirmed,""
Laagri,Estonia. Esiliiga A,3kt3yl3x165248bz7tonv3t2h,Laagri,Estonia,Premium liiga,exact_name,100,58.9098160848,4281,auto_confirmed,""
Legion,Estonia. Esiliiga A,c9xffml4i7ihblp1qhus9w3fu,Birmingham Legion,USA,USL Championship,exact_name,100,63.7265974784,2852,auto_confirmed,""
Maardu,Estonia. Esiliiga A,9z40dl6dbmay6jow2f3lk0z5f,Maardu,Estonia,Esiliiga A,exact_name,100,44.2916711102,10506,auto_confirmed,""
Nõmme Kalju II,Estonia. Esiliiga A,e2jnxdrqhct8gagcr3dmwky56,Nõmme Kalju II,Estonia,Esiliiga A,exact_name,100,37.8498514992,12520,auto_confirmed,""
Nõmme United,Estonia. Esiliiga A,6hxvdnv0ln4xhvtep8ts8cjia,Nõmme United,Estonia,Premium liiga,exact_name,100,56.7822552402,4996,auto_confirmed,""
Nõmme United U21,Estonia. Esiliiga A,"","","","",unmapped,,,,unmapped,""
Paide II,Estonia. Esiliiga A,"","","","",unmapped,,,,unmapped,""
Tallinna Kalev,Estonia. Esiliiga A,3lo55p57wgjl2ej5f6rksp9gl,Tallinna Kalev,Estonia,Esiliiga A,exact_name,100,44.0004156048,10605,auto_confirmed,""
Tallinna Kalev II,Estonia. Esiliiga A,7k4n7q7crm8glonu6a7sxhunw,Tallinna Kalev II,Estonia,Esiliiga B,exact_name,100,28.7496317719,13807,auto_confirmed,""
Tammeka II,Estonia. Esiliiga A,c2y68ahtw1g98rsvz5i4sqn6u,Tammeka II,Estonia,Esiliiga B,exact_name,100,30.6719476532,13637,auto_confirmed,""
Tartu Welco,Estonia. Esiliiga A,km1s9odogyehlmg05ecd2dfe,Tartu Welco,Estonia,Esiliiga A,exact_name,100,49.5137296326,8137,auto_confirmed,""
Viimsi,Estonia. Esiliiga A,183i8cq11okzj9hubo8g1rvgv,Viimsi,Estonia,Esiliiga A,exact_name,100,48.8614731172,8476,auto_confirmed,""
Ekenäs IF,Finland. Veikkausliiga,5i12r901gcaiem4p10006p1mm,EIF,Finland,Ykkösliiga,exact_name,100,58.8016171888,4323,auto_confirmed,""
Gnistan,Finland. Veikkausliiga,3cbke8cbou2ms925872vk6dwx,Gnistan,Finland,Veikkausliiga,exact_name,100,71.7580770104,1172,auto_confirmed,""
HIFK,Finland. Veikkausliiga,1xelesc1z51f77fb9khaa2kjy,HIFK,Finland,Kakkonen,exact_name,100,45.2372969094,10126,auto_confirmed,""
HJK,Finland. Veikkausliiga,303582z192rnbr2x28o2t7u38,HJK,Finland,Veikkausliiga,exact_name,100,74.1928256172,857,auto_confirmed,""
Haka,Finland. Veikkausliiga,5qxgilg61hlwxzfpdn2nhcayd,Haka,Finland,Ykkösliiga,exact_name,100,63.1822974432,2997,auto_confirmed,""
Honka,Finland. Veikkausliiga,1fq0akvuft4bn80o3uc92r7ee,Honka,Finland,Kakkonen,exact_name,100,54.8141256991,5675,auto_confirmed,""
Ilves,Finland. Veikkausliiga,2rdnn9p03qrmmv34tyx1nahpa,Ilves,Finland,Veikkausliiga,exact_name,100,72.7473562343,1044,auto_confirmed,""
Inter Turku,Finland. Veikkausliiga,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Finland,Veikkausliiga,exact_name,100,77.5801307998,525,auto_confirmed,""
Jaro,Finland. Veikkausliiga,7efqk7uh63928il0yffxijnv7,Jaro,Finland,Veikkausliiga,exact_name,100,66.1362679437,2199,auto_confirmed,""
KTP,Finland. Veikkausliiga,8sy0cxovuxo76tuoas3uo55xj,KTP,Finland,Ykkösliiga,exact_name,100,65.6925389637,2298,auto_confirmed,""
KuPS,Finland. Veikkausliiga,1c7dv8ays675v9kp6a04sd8pq,KuPS,Finland,Veikkausliiga,exact_name,100,75.2169723344,744,auto_confirmed,""
Lahti,Finland. Veikkausliiga,8hrhwh8rty0eoykwj44ew04ng,Lahti,Finland,Veikkausliiga,exact_name,100,70.5561016147,1325,auto_confirmed,""
Mariehamn,Finland. Veikkausliiga,3ptum5fjcgw51mqui0gu6uuf4,Mariehamn,Finland,Veikkausliiga,exact_name,100,64.9733645979,2474,auto_confirmed,""
Oulu,Finland. Veikkausliiga,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Finland,Veikkausliiga,exact_name,100,68.5016832256,1687,auto_confirmed,""
SJK,Finland. Veikkausliiga,ea3yd0dgq6uy6pupkpn17j5xg,SJK,Finland,Veikkausliiga,exact_name,100,69.9427633342,1427,auto_confirmed,""
TPS,Finland. Veikkausliiga,bzi3odajl7kfbut8jbi7wioa8,TPS,Finland,Veikkausliiga,exact_name,100,68.4434854695,1699,auto_confirmed,""
VPS,Finland. Veikkausliiga,duspptyvnr5kpx2iko5gerhnz,VPS,Finland,Veikkausliiga,exact_name,100,69.9105325607,1433,auto_confirmed,""
Ajaccio,France. Ligue 1,"","","","",unmapped,,,,unmapped,""
Angers SCO,France. Ligue 1,1ll6dzd1q4imz1dh7wldb1ukc,Angers SCO II,France,"",fuzzy_country,86.96,55.3701718675,5484,needs_review,""
Auxerre,France. Ligue 1,9bxav814mkuhueiyivyive82d,Auxerre,France,Ligue 1,exact_name,100,82.7321361817,186,auto_confirmed,""
Brest,France. Ligue 1,3adj8hkws0z1al232bg2h6tk0,Brest,France,Ligue 1,exact_name,100,83.80785551,139,auto_confirmed,""
Clermont,France. Ligue 1,17o35s8assv3kamxowzz77k4r,Clermont,France,Ligue 2,exact_name,100,72.7053729399,1048,auto_confirmed,""
Le Havre,France. Ligue 1,23pqcgxu1tip265hbe01kszbt,Le Havre,France,Ligue 1,exact_name,100,81.5005146564,244,auto_confirmed,""
Le Mans,France. Ligue 1,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans,France,Ligue 1,exact_name,100,81.8782558096,231,auto_confirmed,""
Lens,France. Ligue 1,3xedluek08t2ka7oypwuullcn,Lens,France,Ligue 1,exact_name,100,89.1211565361,39,auto_confirmed,""
Lille,France. Ligue 1,be2k34rut1lz79jxenabttqlc,Lille,France,Ligue 1,exact_name,100,87.74459224,53,auto_confirmed,""
Lorient,France. Ligue 1,70nn27vgkt6l48lvv5e66q7ww,Lorient,France,Ligue 1,exact_name,100,83.8503313214,137,auto_confirmed,""
Metz,France. Ligue 1,2khen2a38l2hkx33s73pehl6o,Metz,France,Ligue 2,exact_name,100,76.0810073789,651,auto_confirmed,""
Monaco,France. Ligue 1,4t4hod56fsj7utpjdor8so5q6,Monaco,France,Ligue 1,exact_name,100,89.5311011962,38,auto_confirmed,""
Montpellier,France. Ligue 1,2cjpmotqo8phcqfpgo9xf4gel,Montpellier,France,Ligue 2,exact_name,100,76.8972163743,577,auto_confirmed,""
Nantes,France. Ligue 1,750ustvk4jfqmo8q4gnrcxy7z,Nantes,France,Ligue 2,exact_name,100,75.915423955,663,auto_confirmed,""
Nice,France. Ligue 1,bx0cdmzr2gwr70ez72dorx82p,Nice,France,Ligue 1,exact_name,100,82.2925178761,208,auto_confirmed,""
Olympique Lyonnais,France. Ligue 1,121le8unjfzug3iu9pgkqa1c7,Olympique Lyonnais,France,Ligue 1,exact_name,100,88.6447759436,48,auto_confirmed,""
Olympique Marseille,France. Ligue 1,27xvwccz8kpmqsefjv2b2sc0o,Olympique Marseille,France,Ligue 1,exact_name,100,85.797518302,80,auto_confirmed,""
PSG,France. Ligue 1,"","","","",unmapped,,,,unmapped,""
Paris,France. Ligue 1,8v00fx2zwhiwm05tqqkt122p5,Paris FC,France,Ligue 1,exact_name,100,85.9161450414,77,auto_confirmed,""
Reims,France. Ligue 1,3c3jcs7vc1t6vz5lev162jyv7,Reims,France,Ligue 2,exact_name,100,78.3528745518,448,auto_confirmed,""
Rennes,France. Ligue 1,z1wbqtd0fz5t5eezjvrbld3h,Rennes,France,Ligue 1,exact_name,100,87.2922967276,58,auto_confirmed,""
Saint-Étienne,France. Ligue 1,2sc9xfhu6tbru9hhlhr4a89zn,Saint-Étienne,France,Ligue 2,exact_name,100,79.155358317,397,auto_confirmed,""
Strasbourg,France. Ligue 1,71ajatxnuhc5cnm3xvgdky49w,Strasbourg,France,Ligue 1,exact_name,100,86.1603385558,71,auto_confirmed,""
Toulouse,France. Ligue 1,4aghw9tyi8ba3ju1ne83gmf9w,Toulouse,France,Ligue 1,exact_name,100,84.8670955692,111,auto_confirmed,""
Troyes,France. Ligue 1,3unkqo2g6ag99gd5ynz1j7vse,Troyes,France,Ligue 1,exact_name,100,81.0244198428,279,auto_confirmed,""
Ajaccio,France. Ligue 2,"","","","",unmapped,,,,unmapped,""
Amiens SC,France. Ligue 2,5191cnvhmuct5kn7yvr0nvd9d,Amiens,France,Ligue 3,exact_name,100,71.7244745985,1174,auto_confirmed,""
Angers SCO,France. Ligue 2,1ll6dzd1q4imz1dh7wldb1ukc,Angers SCO II,France,"",fuzzy_country,86.96,55.3701718675,5484,needs_review,""
Annecy,France. Ligue 2,6sqrk45zcfgwpq97no19o9sk5,Annecy,France,Ligue 2,exact_name,100,76.050267088,656,auto_confirmed,""
Auxerre,France. Ligue 2,9bxav814mkuhueiyivyive82d,Auxerre,France,Ligue 1,exact_name,100,82.7321361817,186,auto_confirmed,""
Bastia,France. Ligue 2,6l07ga27xfsr7485fuc1ilkkc,Bastia,France,Ligue 3,exact_name,100,70.3011210409,1361,auto_confirmed,""
Bordeaux,France. Ligue 2,98dr7jscv8adc8zgi2u403oij,Bordeaux,France,"",exact_name,100,68.287061752,1730,auto_confirmed,""
Boulogne,France. Ligue 2,9az8hqkkijc34ol021425ixg5,Boulogne,France,Ligue 2,exact_name,100,71.9022812097,1150,auto_confirmed,""
Caen,France. Ligue 2,ab80vest6tgco121qtfyphq7c,Caen,France,Ligue 3,exact_name,100,69.9995162765,1420,auto_confirmed,""
Clermont,France. Ligue 2,17o35s8assv3kamxowzz77k4r,Clermont,France,Ligue 2,exact_name,100,72.7053729399,1048,auto_confirmed,""
Concarneau,France. Ligue 2,33u2ehjypfcu7w3s0pul7tmm7,Concarneau,France,Ligue 3,exact_name,100,69.8867094853,1437,auto_confirmed,""
Dijon,France. Ligue 2,79dc2mv3x269nhix3mkhc5wfu,Dijon,France,Ligue 2,exact_name,100,73.8606604034,902,auto_confirmed,""
Dunkerque,France. Ligue 2,15ip1h6m0b4e8xfi597y5uo5u,Dunkerque,France,Ligue 2,exact_name,100,74.2442192413,847,auto_confirmed,""
Grenoble,France. Ligue 2,2ku5qqmv6i842rujioksaatx7,Grenoble,France,Ligue 2,exact_name,100,74.0382877538,879,auto_confirmed,""
Guingamp,France. Ligue 2,e9mmk1w7cem6r4wysgassacef,Guingamp,France,Ligue 2,exact_name,100,74.3047013281,842,auto_confirmed,""
Laval,France. Ligue 2,75gwk94q9jkoh78jk8nlay4xj,Laval,France,Ligue 2,exact_name,100,72.2896932153,1097,auto_confirmed,""
Le Havre,France. Ligue 2,23pqcgxu1tip265hbe01kszbt,Le Havre,France,Ligue 1,exact_name,100,81.5005146564,244,auto_confirmed,""
Le Mans,France. Ligue 2,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans,France,Ligue 1,exact_name,100,81.8782558096,231,auto_confirmed,""
Lorient,France. Ligue 2,70nn27vgkt6l48lvv5e66q7ww,Lorient,France,Ligue 1,exact_name,100,83.8503313214,137,auto_confirmed,""
Martigues,France. Ligue 2,"","","","",unmapped,,,,unmapped,""
Metz,France. Ligue 2,2khen2a38l2hkx33s73pehl6o,Metz,France,Ligue 2,exact_name,100,76.0810073789,651,auto_confirmed,""
Montpellier,France. Ligue 2,2cjpmotqo8phcqfpgo9xf4gel,Montpellier,France,Ligue 2,exact_name,100,76.8972163743,577,auto_confirmed,""
Nancy,France. Ligue 2,69b9aoly33h1gpicvxtfteoug,Nancy,France,Ligue 2,exact_name,100,73.9536718296,893,auto_confirmed,""
Nantes,France. Ligue 2,750ustvk4jfqmo8q4gnrcxy7z,Nantes,France,Ligue 2,exact_name,100,75.915423955,663,auto_confirmed,""
Niort,France. Ligue 2,"","","","",unmapped,,,,unmapped,""
Nîmes,France. Ligue 2,ackp3k0zn4tukl6ejvn3ajnjz,Nîmes,France,National 1,exact_name,100,69.7468658811,1457,auto_confirmed,""
Paris,France. Ligue 2,8v00fx2zwhiwm05tqqkt122p5,Paris FC,France,Ligue 1,exact_name,100,85.9161450414,77,auto_confirmed,""
Pau,France. Ligue 2,25s5qx846iw05y8t9pinrbhh1,Pau,France,Ligue 2,exact_name,100,74.0347912939,880,auto_confirmed,""
Quevilly Rouen,France. Ligue 2,"","","","",unmapped,,,,unmapped,""
Red Star,France. Ligue 2,7qdfg7vuzf70wurnpx0bawlqk,Red Star,France,Ligue 2,exact_name,100,77.1671249858,557,auto_confirmed,""
Reims,France. Ligue 2,3c3jcs7vc1t6vz5lev162jyv7,Reims,France,Ligue 2,exact_name,100,78.3528745518,448,auto_confirmed,""
Rodez,France. Ligue 2,2u30h0xpbfzv0byj4j7d8c4ug,Rodez,France,Ligue 2,exact_name,100,75.7921016671,681,auto_confirmed,""
Saint-Étienne,France. Ligue 2,2sc9xfhu6tbru9hhlhr4a89zn,Saint-Étienne,France,Ligue 2,exact_name,100,79.155358317,397,auto_confirmed,""
Sochaux,France. Ligue 2,d9kwaceoj54pfprd6oc2hwae6,Sochaux,France,Ligue 2,exact_name,100,73.4287687952,957,auto_confirmed,""
Troyes,France. Ligue 2,3unkqo2g6ag99gd5ynz1j7vse,Troyes,France,Ligue 1,exact_name,100,81.0244198428,279,auto_confirmed,""
Valenciennes,France. Ligue 2,g8cvbv4wrvq7uf4347yjkd35,Valenciennes,France,Ligue 3,exact_name,100,68.4298122546,1702,auto_confirmed,""
Amiens SC,France. Ligue 3,5191cnvhmuct5kn7yvr0nvd9d,Amiens,France,Ligue 3,exact_name,100,71.7244745985,1174,auto_confirmed,""
Aubagne,France. Ligue 3,"","","","",unmapped,,,,unmapped,""
Bastia,France. Ligue 3,6l07ga27xfsr7485fuc1ilkkc,Bastia,France,Ligue 3,exact_name,100,70.3011210409,1361,auto_confirmed,""
Bourg-en-Bresse,France. Ligue 3,"","","","",unmapped,,,,unmapped,""
Caen,France. Ligue 3,ab80vest6tgco121qtfyphq7c,Caen,France,Ligue 3,exact_name,100,69.9995162765,1420,auto_confirmed,""
Cannes,France. Ligue 3,fjsypg20bhoa80ro1h2086rc,Cannes,France,Ligue 3,exact_name,100,70.2899123724,1365,auto_confirmed,""
Concarneau,France. Ligue 3,33u2ehjypfcu7w3s0pul7tmm7,Concarneau,France,Ligue 3,exact_name,100,69.8867094853,1437,auto_confirmed,""
Fleury 91 FC,France. Ligue 3,1z48unyzdkaoulghr9kkgt1g0,Fleury,France,Ligue 3,exact_name,100,70.5385902306,1327,auto_confirmed,""
La Roche-sur-Yon Vendée Football,France. Ligue 3,"","","","",unmapped,,,,unmapped,""
Le Puy-en-Velay,France. Ligue 3,"","","","",unmapped,,,,unmapped,""
Orléans,France. Ligue 3,d79cmam5svw9j2mplbu9kut7p,Orléans,France,Ligue 3,exact_name,100,69.7010200182,1469,auto_confirmed,""
Paris 13 Atletico,France. Ligue 3,f0ticxo5bjjif0gb54ewfdppm,Paris 13 Atletico,France,Ligue 3,exact_name,100,66.2956200561,2166,auto_confirmed,""
Quevilly Rouen,France. Ligue 3,"","","","",unmapped,,,,unmapped,""
Rouen,France. Ligue 3,b97a5km6rb42fv858volubsi6,Rouen,France,Ligue 3,exact_name,100,73.7445653038,917,auto_confirmed,""
Thionville Lusitanos,France. Ligue 3,9i961vvra5pvahu0hxjj7kqhg,Thionville Lusitanos,France,Ligue 3,exact_name,100,68.5097466353,1684,auto_confirmed,""
Valenciennes,France. Ligue 3,g8cvbv4wrvq7uf4347yjkd35,Valenciennes,France,Ligue 3,exact_name,100,68.4298122546,1702,auto_confirmed,""
Versailles,France. Ligue 3,dse1eu8y1o3t00rlbxpgo084c,Versailles,France,Ligue 3,exact_name,100,71.0785725236,1272,auto_confirmed,""
Villefranche,France. Ligue 3,36bxy6avfw3xp8ocj9frad4b7,Villefranche,France,Ligue 3,exact_name,100,66.3380883111,2149,auto_confirmed,""
Aubagne,France. National 1,"","","","",unmapped,,,,unmapped,""
Avranches,France. National 1,d7diopos8sjksapsgz29cvz7v,Avranches,France,National 1,exact_name,100,64.3434563212,2656,auto_confirmed,""
Bastia-Borgo,France. National 1,"","","","",unmapped,,,,unmapped,""
Boulogne,France. National 1,9az8hqkkijc34ol021425ixg5,Boulogne,France,Ligue 2,exact_name,100,71.9022812097,1150,auto_confirmed,""
Bourg en Bresse 01,France. National 1,"","","","",unmapped,,,,unmapped,""
Bourg-en-Bresse,France. National 1,"","","","",unmapped,,,,unmapped,""
Caen,France. National 1,ab80vest6tgco121qtfyphq7c,Caen,France,Ligue 3,exact_name,100,69.9995162765,1420,auto_confirmed,""
Cholet,France. National 1,"","","","",unmapped,,,,unmapped,""
Châteauroux,France. National 1,67igj3fctu1kt6ntkrwpdt72i,Châteauroux,France,National 1,exact_name,100,63.8884079636,2805,auto_confirmed,""
Concarneau,France. National 1,33u2ehjypfcu7w3s0pul7tmm7,Concarneau,France,Ligue 3,exact_name,100,69.8867094853,1437,auto_confirmed,""
Dijon,France. National 1,79dc2mv3x269nhix3mkhc5wfu,Dijon,France,Ligue 2,exact_name,100,73.8606604034,902,auto_confirmed,""
Dunkerque,France. National 1,15ip1h6m0b4e8xfi597y5uo5u,Dunkerque,France,Ligue 2,exact_name,100,74.2442192413,847,auto_confirmed,""
Fleury 91 FC,France. National 1,1z48unyzdkaoulghr9kkgt1g0,Fleury,France,Ligue 3,exact_name,100,70.5385902306,1327,auto_confirmed,""
GOAL FC,France. National 1,xbk3b4z3pxeds339u8vxv4jd,GOAL,France,National 1,exact_name,100,64.6462913521,2550,auto_confirmed,""
Le Mans,France. National 1,bj8hrmj01r3zit0x8r6qm2eu2,Le Mans,France,Ligue 1,exact_name,100,81.8782558096,231,auto_confirmed,""
Le Puy F.43 Auvergne,France. National 1,"","","","",unmapped,,,,unmapped,""
Marignane Gignac CB,France. National 1,"","","","",unmapped,,,,unmapped,""
Martigues,France. National 1,"","","","",unmapped,,,,unmapped,""
Nancy,France. National 1,69b9aoly33h1gpicvxtfteoug,Nancy,France,Ligue 2,exact_name,100,73.9536718296,893,auto_confirmed,""
Niort,France. National 1,"","","","",unmapped,,,,unmapped,""
Nîmes,France. National 1,ackp3k0zn4tukl6ejvn3ajnjz,Nîmes,France,National 1,exact_name,100,69.7468658811,1457,auto_confirmed,""
Orléans,France. National 1,d79cmam5svw9j2mplbu9kut7p,Orléans,France,Ligue 3,exact_name,100,69.7010200182,1469,auto_confirmed,""
Paris 13 Atletico,France. National 1,f0ticxo5bjjif0gb54ewfdppm,Paris 13 Atletico,France,Ligue 3,exact_name,100,66.2956200561,2166,auto_confirmed,""
Quevilly Rouen,France. National 1,"","","","",unmapped,,,,unmapped,""
Red Star,France. National 1,7qdfg7vuzf70wurnpx0bawlqk,Red Star,France,Ligue 2,exact_name,100,77.1671249858,557,auto_confirmed,""
Rouen,France. National 1,b97a5km6rb42fv858volubsi6,Rouen,France,Ligue 3,exact_name,100,73.7445653038,917,auto_confirmed,""
Sedan,France. National 1,"","","","",unmapped,,,,unmapped,""
Sochaux,France. National 1,d9kwaceoj54pfprd6oc2hwae6,Sochaux,France,Ligue 2,exact_name,100,73.4287687952,957,auto_confirmed,""
Stade Briochin,France. National 1,rv0okxl2zv1ow3me605xl8b5,Stade Briochin,France,National 1,exact_name,100,65.6643986961,2302,auto_confirmed,""
Valenciennes,France. National 1,g8cvbv4wrvq7uf4347yjkd35,Valenciennes,France,Ligue 3,exact_name,100,68.4298122546,1702,auto_confirmed,""
Versailles,France. National 1,dse1eu8y1o3t00rlbxpgo084c,Versailles,France,Ligue 3,exact_name,100,71.0785725236,1272,auto_confirmed,""
Villefranche,France. National 1,36bxy6avfw3xp8ocj9frad4b7,Villefranche,France,Ligue 3,exact_name,100,66.3380883111,2149,auto_confirmed,""
Épinal,France. National 1,6jsbx4p2eew3o62qvp1jh7s4b,Épinal,France,National 1,exact_name,100,61.0789873729,3596,auto_confirmed,""
Dila,Georgia. Erovnuli Liga,2udrm008c4g48fy6s25m1zfd9,Dila,Georgia,Erovnuli Liga,exact_name,100,70.2895621005,1366,auto_confirmed,""
Dinamo Batumi,Georgia. Erovnuli Liga,bbb0s2q6j68oq0qhe7qsdgwq5,Dinamo Batumi,Georgia,Erovnuli Liga,exact_name,100,69.3930181077,1514,auto_confirmed,""
Dinamo Tbilisi,Georgia. Erovnuli Liga,9h0xr6fy0ngrq5f8gjiredk5j,Dinamo Tbilisi,Georgia,Erovnuli Liga,exact_name,100,69.9448653234,1426,auto_confirmed,""
Gagra,Georgia. Erovnuli Liga,b8p0qo1r0q779fpuj7ebuc8ly,Gagra,Georgia,Erovnuli Liga,exact_name,100,65.3150769096,2396,auto_confirmed,""
Gareji,Georgia. Erovnuli Liga,7g0b40376n8524jxcr4u948gl,Gareji,Georgia,Erovnuli Liga 2,exact_name,100,58.1452251215,4551,auto_confirmed,""
